route_id,origin_lat,origin_lon,dest_lat,dest_lon,waypoint_count,route_length_km,avg_altitude_m,max_altitude_m,uav_model,max_range_km,max_speed_ms,payload_capacity_kg,battery_capacity_kwh,energy_consumption_kwh_per_km,delivery_time_min,energy_consumed_kwh,restricted_zone_crossings,constraint_violation,optimization_target_met,delivery_priority,airspace_density,weather_risk_score
RT-00440,30.372971,120.309337,30.323324,120.245630,4,8.25,171.3,250.2,ZTO UAV,41.8,22.8,22.2,7.85,0.178,31.5,1.47,3,0,0,紧急,14.1,0.138
RT-00441,30.205376,120.193924,30.134594,120.247508,13,9.42,162.8,162.9,SF UAS,31.2,10.2,19.1,9.54,0.143,79.4,1.35,5,1,0,普通,14.1,0.044
RT-00442,30.158293,120.005230,30.258249,120.273510,12,28.11,69.9,161.0,EHang Falcon,15.5,14.0,14.3,9.82,0.224,175.9,6.29,1,0,0,紧急,46.4,0.550
RT-00443,30.321970,120.220350,30.238728,120.107090,7,14.30,57.4,145.6,Meituan UAV,14.9,23.1,7.3,8.53,0.105,55.2,1.50,3,0,0,加急,4.8,0.234
RT-00444,30.433963,120.095972,30.236537,120.195668,3,23.97,128.7,164.1,DJI FlyCart 30,45.4,18.8,7.4,8.80,0.146,114.4,3.50,2,0,0,普通,43.0,0.708
RT-00445,30.387421,120.027075,30.103678,120.334090,4,43.24,102.6,158.5,SF UAS,45.0,10.6,20.2,1.67,0.072,354.5,3.13,0,0,0,医疗物资,12.3,0.198
RT-00446,30.094385,119.970388,30.002604,120.209037,5,25.16,69.1,100.5,EHang Falcon,36.0,14.5,0.8,2.80,0.128,150.4,3.21,2,0,0,普通,11.2,0.904
RT-00447,30.404768,119.906365,30.313939,120.220004,9,31.78,147.0,218.6,SF UAS,37.1,12.4,24.9,7.96,0.260,224.8,8.27,5,1,0,紧急,4.3,0.014
RT-00448,30.379615,120.023023,30.268709,120.186261,6,19.96,59.8,133.3,DJI FlyCart 30,35.3,14.5,18.4,9.99,0.142,119.9,2.83,1,0,0,普通,22.8,0.413
RT-00449,30.171832,120.349897,30.287425,120.039369,8,32.52,90.7,94.8,SF UAS,21.6,21.2,6.3,8.49,0.114,132.5,3.71,4,1,0,医疗物资,11.5,0.998
RT-00450,30.149961,120.294214,30.379428,119.930042,2,43.34,110.6,145.9,ZTO UAV,43.3,17.8,24.1,7.14,0.265,210.4,11.48,5,1,0,加急,14.0,0.843
RT-00451,30.358400,119.942025,30.210626,120.294254,10,37.64,50.6,111.7,Meituan UAV,34.8,12.5,17.6,9.63,0.101,263.2,3.81,1,0,0,加急,7.9,0.662
RT-00452,30.376408,120.194311,30.437416,120.171423,4,7.14,92.9,148.9,SF UAS,13.6,18.1,22.0,9.37,0.267,37.5,1.91,4,1,0,普通,43.7,0.751
RT-00453,30.306509,120.008708,30.376885,120.186135,12,18.76,125.9,127.1,EHang Falcon,37.9,10.2,1.2,9.68,0.076,160.9,1.43,0,0,0,紧急,37.9,0.200
RT-00454,30.028914,120.264461,30.266185,119.956970,3,39.67,120.5,217.8,DJI FlyCart 30,10.8,21.3,1.3,3.31,0.104,162.8,4.13,3,0,0,加急,21.5,0.635
RT-00455,30.330369,120.137938,30.126699,120.224837,8,24.16,63.2,135.0,Meituan UAV,38.6,20.4,19.6,4.90,0.122,105.3,2.95,2,0,0,紧急,27.9,0.668
RT-00456,30.057599,119.924945,30.145577,120.025927,11,13.80,73.6,78.6,SF UAS,46.7,14.0,9.4,1.90,0.295,88.6,4.07,4,1,0,加急,43.6,0.961
RT-00457,30.151022,120.343268,30.187423,120.209139,10,13.53,182.0,209.7,DJI FlyCart 30,40.5,14.4,4.3,8.71,0.079,85.2,1.07,0,0,0,普通,45.0,0.717
RT-00458,30.015957,120.295928,30.206321,120.215318,3,22.57,117.2,127.8,ZTO UAV,10.8,13.0,17.7,6.87,0.273,153.3,6.15,2,0,0,紧急,48.3,0.177
RT-00459,30.065897,120.066300,30.165509,120.275443,7,22.99,117.5,165.1,DJI FlyCart 30,19.2,11.2,27.9,4.33,0.118,179.3,2.70,0,0,0,医疗物资,0.8,0.122
RT-00460,30.214285,120.057724,30.100189,120.341573,2,30.13,154.0,163.5,DJI FlyCart 30,14.2,22.9,15.8,8.26,0.079,115.9,2.39,5,1,0,加急,19.2,0.179
RT-00461,30.272080,120.280341,30.287443,120.239530,12,4.28,133.9,187.8,DJI FlyCart 30,49.3,10.8,7.0,2.33,0.161,35.2,0.69,5,1,0,加急,42.0,0.321
RT-00462,30.414285,120.063249,30.411303,120.105955,4,4.11,115.9,158.7,EHang Falcon,41.6,20.3,2.9,1.59,0.244,17.9,1.00,5,1,0,紧急,43.8,0.935
RT-00463,30.446329,120.069097,30.059355,120.315000,3,49.14,56.4,140.1,DJI FlyCart 30,17.4,17.2,21.5,5.82,0.156,249.4,7.65,1,0,0,医疗物资,10.7,0.643
RT-00464,30.225870,120.188088,30.033957,120.322488,14,24.98,65.5,91.0,EHang Falcon,28.1,10.9,2.4,7.32,0.241,196.8,6.02,2,0,0,紧急,44.1,0.454
RT-00465,30.386882,120.047596,30.373338,119.946981,9,9.78,137.2,201.7,EHang Falcon,25.1,22.2,19.7,5.31,0.098,42.2,0.95,0,0,0,加急,21.1,0.550
RT-00466,30.115604,120.058318,30.138353,120.100277,10,4.77,73.8,74.9,EHang Falcon,13.8,14.0,8.7,5.42,0.199,31.2,0.95,2,0,0,普通,15.4,0.902
RT-00467,30.374842,120.335855,30.231281,120.026823,7,33.73,140.2,143.5,ZTO UAV,32.3,15.3,8.9,1.69,0.219,190.9,7.40,3,0,0,紧急,5.8,0.124
RT-00468,30.225548,120.187298,30.003781,120.299754,5,26.96,199.0,231.7,SF UAS,13.9,12.9,5.6,3.40,0.199,183.5,5.37,0,0,0,普通,2.1,0.415
RT-00469,30.307829,120.082297,30.033159,120.151730,11,31.30,173.2,239.0,SF UAS,18.9,12.2,13.6,4.58,0.153,222.3,4.80,0,0,0,紧急,13.6,0.689
RT-00470,30.186641,120.096750,30.258703,120.172144,13,10.81,72.1,128.1,ZTO UAV,49.3,22.1,25.9,6.72,0.069,42.6,0.74,4,1,0,医疗物资,28.5,0.390
RT-00471,30.293746,120.201112,30.310955,120.111255,2,8.85,50.8,57.9,Meituan UAV,44.2,20.7,19.7,7.50,0.061,40.1,0.54,2,0,0,普通,45.1,0.577
RT-00472,30.259023,120.237339,30.323861,120.257144,9,7.46,73.4,115.1,Meituan UAV,31.8,21.7,21.3,8.88,0.104,33.6,0.77,4,1,0,医疗物资,18.8,0.529
RT-00473,30.165784,119.908886,30.017210,120.258563,2,37.52,103.0,139.3,DJI FlyCart 30,42.9,21.8,27.2,5.82,0.286,150.1,10.72,1,0,0,紧急,4.7,0.333
RT-00474,30.338406,119.917291,30.014047,120.092413,2,39.85,179.0,189.9,Meituan UAV,38.7,22.9,8.0,5.90,0.052,151.9,2.07,3,0,0,普通,18.9,0.109
RT-00475,30.336528,120.145417,30.220823,120.150472,2,12.89,141.8,191.9,SF UAS,23.7,16.9,5.4,7.20,0.143,68.2,1.84,2,0,0,普通,47.1,0.040
RT-00476,30.260043,120.175835,30.262269,120.018591,9,15.12,178.2,219.2,ZTO UAV,47.4,12.0,24.3,7.47,0.160,110.7,2.42,1,0,0,加急,17.3,0.538
RT-00477,30.345863,120.120663,30.249432,120.098371,6,10.95,142.6,221.9,EHang Falcon,44.7,18.2,25.7,5.49,0.298,54.0,3.26,0,0,0,普通,34.1,0.343
RT-00478,30.011816,120.040013,30.097260,120.082210,13,10.34,77.9,138.6,ZTO UAV,46.4,10.0,12.5,4.01,0.165,89.1,1.70,3,0,0,普通,10.7,0.492
RT-00479,30.320086,120.115635,30.041090,120.025357,13,32.25,108.0,170.8,SF UAS,44.0,17.9,28.0,6.05,0.101,155.2,3.27,5,1,0,加急,34.8,0.032
RT-00480,30.111403,119.910688,30.155644,120.087198,11,17.69,160.9,182.6,Meituan UAV,14.9,10.7,12.7,5.85,0.146,144.4,2.59,0,0,0,医疗物资,0.9,0.413
RT-00481,30.343841,120.120421,30.186665,120.277819,2,23.13,129.2,166.1,Meituan UAV,49.9,13.6,19.6,6.06,0.273,149.1,6.32,3,0,0,紧急,27.5,0.353
RT-00482,30.296961,120.292872,30.198423,120.082277,2,23.03,185.7,227.6,DJI FlyCart 30,32.3,17.5,3.9,3.03,0.261,117.7,6.02,5,1,0,紧急,14.2,0.994
RT-00483,30.393063,120.181759,30.433393,120.268742,14,9.48,82.4,165.4,ZTO UAV,19.8,16.6,19.6,3.19,0.291,50.9,2.76,3,0,0,紧急,45.1,0.486
RT-00484,30.073255,120.115214,30.249701,120.078212,4,19.96,166.4,171.1,SF UAS,43.1,16.0,11.4,8.66,0.255,109.5,5.09,1,0,0,普通,29.9,0.803
RT-00485,30.446927,120.286865,30.057416,120.174558,15,44.68,162.5,250.9,EHang Falcon,33.8,23.4,11.4,1.60,0.232,167.0,10.39,4,1,0,普通,18.2,0.923
RT-00486,30.438294,120.270435,30.090028,120.170060,11,39.95,166.3,217.1,SF UAS,28.2,24.2,28.2,8.02,0.097,144.3,3.88,1,0,0,医疗物资,49.8,0.884
RT-00487,30.286924,120.161469,30.163265,120.279483,10,17.84,115.5,159.4,ZTO UAV,17.0,24.0,6.0,9.60,0.230,64.7,4.10,3,0,0,医疗物资,4.2,0.552
RT-00488,30.383969,120.157428,30.239809,120.335862,10,23.49,74.0,120.5,EHang Falcon,32.0,11.6,20.7,9.74,0.079,174.1,1.87,2,0,0,普通,46.8,0.221
RT-00489,30.096810,120.225438,30.401338,120.199665,11,33.99,159.0,256.1,ZTO UAV,33.8,12.0,5.3,8.69,0.104,247.7,3.52,0,0,0,医疗物资,41.3,0.487
RT-00490,30.300956,120.090084,30.285939,119.908901,14,17.50,64.8,153.6,Meituan UAV,35.9,23.1,24.0,4.11,0.160,69.4,2.80,0,0,0,紧急,14.0,0.078
RT-00491,30.204596,120.084679,30.326715,119.941485,15,19.35,57.6,148.2,SF UAS,30.2,20.6,9.8,5.96,0.284,84.4,5.49,2,0,0,医疗物资,48.0,0.588
RT-00492,30.101425,120.007472,30.443022,120.310433,7,47.90,126.3,209.8,DJI FlyCart 30,42.5,12.3,2.7,8.39,0.286,337.1,13.69,0,0,0,紧急,16.1,0.816
RT-00493,30.093262,120.017986,30.435662,119.927290,15,39.10,126.4,129.9,ZTO UAV,34.8,12.5,28.7,1.12,0.068,269.6,2.67,4,1,0,医疗物资,12.1,0.127
RT-00494,30.133265,119.970945,30.189839,119.999439,4,6.87,124.0,172.2,ZTO UAV,27.5,11.4,28.1,6.75,0.092,52.0,0.63,4,1,0,加急,34.2,0.268
RT-00495,30.051780,120.013561,30.372446,120.178340,6,39.06,103.0,145.4,EHang Falcon,39.9,11.9,11.8,7.00,0.278,283.1,10.87,0,0,0,普通,31.6,0.359
RT-00496,30.448085,120.089347,30.335343,120.142814,7,13.56,137.8,183.3,SF UAS,32.0,22.3,16.9,1.22,0.174,56.9,2.36,5,1,0,医疗物资,30.4,0.873
RT-00497,30.067519,120.027198,30.259545,120.042309,4,21.43,183.3,244.4,EHang Falcon,24.9,14.4,23.6,7.93,0.241,131.8,5.17,5,1,0,普通,47.5,0.303
RT-00498,30.042893,120.216020,30.111418,120.190104,9,8.03,77.4,134.9,DJI FlyCart 30,19.3,23.8,16.1,8.87,0.173,31.4,1.39,2,0,0,医疗物资,30.6,0.329
RT-00499,30.402663,120.245619,30.331704,120.321609,9,10.75,100.5,126.8,DJI FlyCart 30,21.2,12.3,19.1,1.50,0.209,77.1,2.25,2,0,0,紧急,42.9,0.718
RT-00500,30.266675,120.097048,30.052310,119.986403,9,26.13,98.9,129.1,Meituan UAV,29.3,18.0,15.8,6.74,0.057,127.9,1.50,0,0,0,普通,37.1,0.238
RT-00501,30.334437,119.980351,30.266061,119.946290,8,8.29,146.4,223.3,DJI FlyCart 30,50.0,13.2,29.4,7.27,0.188,55.6,1.55,4,1,0,加急,32.9,0.884
RT-00502,30.080590,119.924990,30.430791,120.283473,7,52.04,71.0,91.1,SF UAS,41.4,11.6,11.1,5.87,0.262,388.9,13.62,4,1,0,普通,19.5,0.588
RT-00503,30.389779,119.918487,30.207599,120.021081,9,22.55,92.1,100.5,ZTO UAV,39.7,13.4,25.2,5.61,0.167,148.7,3.77,5,1,0,普通,23.9,0.715
RT-00504,30.421080,120.137609,30.080118,120.189056,11,38.28,64.3,89.0,ZTO UAV,32.0,14.6,23.8,3.23,0.152,225.8,5.82,0,0,0,紧急,6.3,0.473
RT-00505,30.048233,120.312213,30.443250,120.033200,13,51.51,124.5,159.7,ZTO UAV,42.0,15.5,18.0,7.28,0.112,287.2,5.75,5,1,0,普通,35.2,0.070
RT-00506,30.000752,120.022545,30.319244,120.058541,15,35.62,161.3,231.4,EHang Falcon,45.6,17.3,8.4,9.40,0.109,179.2,3.89,1,0,0,普通,19.0,0.011
RT-00507,30.185567,120.065819,30.104355,120.169352,7,13.46,192.9,266.2,Meituan UAV,25.9,18.1,19.6,4.51,0.169,67.6,2.27,0,0,0,医疗物资,21.1,0.794
RT-00508,30.446698,119.973777,30.385472,119.943876,2,7.40,174.2,193.2,EHang Falcon,49.2,15.8,3.8,6.43,0.266,40.9,1.96,1,0,0,紧急,20.1,0.533
RT-00509,30.272011,120.233272,30.127180,119.929746,13,33.36,178.7,260.8,Meituan UAV,43.3,24.8,25.3,7.22,0.283,119.5,9.45,2,0,0,紧急,12.7,0.768
RT-00510,30.051606,120.121683,30.028704,120.322367,4,19.51,102.9,178.4,DJI FlyCart 30,43.6,16.3,16.3,1.31,0.173,106.3,3.38,0,0,0,紧急,8.1,0.132
RT-00511,30.289381,120.007418,30.396600,120.171831,9,19.80,176.6,203.6,DJI FlyCart 30,46.7,24.9,13.5,5.12,0.060,72.4,1.20,5,1,0,医疗物资,1.9,0.224
RT-00512,30.406979,120.089727,30.256019,120.098535,15,16.83,71.5,123.5,SF UAS,16.9,18.6,8.5,1.99,0.288,82.5,4.84,1,0,0,加急,0.6,0.519
RT-00513,30.108435,120.300644,30.165342,120.168354,11,14.22,116.8,134.6,DJI FlyCart 30,28.2,14.1,5.7,2.39,0.055,88.8,0.78,0,0,0,紧急,19.3,0.988
RT-00514,30.278281,119.904676,30.083885,120.032831,9,24.91,82.2,96.7,SF UAS,42.1,22.9,9.8,5.33,0.188,96.0,4.68,1,0,0,医疗物资,9.6,0.141
RT-00515,30.277041,120.334403,30.147740,119.943775,7,40.24,70.1,74.1,ZTO UAV,38.8,11.8,9.9,6.13,0.179,293.5,7.18,0,0,0,普通,3.1,0.844
RT-00516,30.406024,120.084723,30.288926,120.003481,3,15.19,108.2,197.5,Meituan UAV,34.1,14.1,11.4,2.31,0.177,93.4,2.70,1,0,0,紧急,11.9,0.392
RT-00517,30.048518,120.103142,30.336651,119.997557,10,33.65,174.6,215.6,SF UAS,34.1,10.3,10.3,2.50,0.278,280.5,9.35,2,0,0,加急,26.8,0.246
RT-00518,30.006983,119.962295,30.203996,120.021662,10,22.66,149.0,151.7,Meituan UAV,12.0,15.2,14.1,2.99,0.091,127.7,2.06,3,0,0,普通,43.1,0.384
RT-00519,30.449871,120.239833,30.026580,120.285305,10,47.32,145.0,185.7,Meituan UAV,30.6,13.5,15.6,4.06,0.141,301.5,6.65,4,1,0,普通,0.2,0.647
RT-00520,30.341488,120.174142,30.407758,120.093456,6,10.70,134.4,221.5,EHang Falcon,13.8,12.2,28.0,1.21,0.191,78.6,2.04,0,0,0,紧急,43.8,0.389
RT-00521,30.101427,119.967884,30.371394,120.135704,11,34.11,158.2,175.6,EHang Falcon,14.0,22.7,16.2,3.20,0.288,133.5,9.83,0,0,0,加急,10.7,0.835
RT-00522,30.344233,120.014491,30.202787,120.337194,8,34.79,148.8,220.3,Meituan UAV,18.0,12.5,5.7,3.73,0.277,239.2,9.64,2,0,0,紧急,29.1,0.811
RT-00523,30.030576,119.964595,30.279461,120.019748,2,28.21,83.9,90.9,DJI FlyCart 30,32.2,22.3,18.8,8.95,0.215,112.9,6.07,3,0,0,紧急,43.4,0.659
RT-00524,30.184838,120.310282,30.038969,119.987726,5,35.05,86.2,124.5,EHang Falcon,32.7,11.6,24.9,8.69,0.237,261.2,8.30,3,0,0,医疗物资,43.8,0.397
RT-00525,30.317409,119.979947,30.388577,119.931671,11,9.18,54.4,143.6,SF UAS,42.0,21.2,28.4,5.55,0.146,37.3,1.34,3,0,0,紧急,29.7,0.204
RT-00526,30.360594,119.937270,30.252846,120.012223,11,13.99,79.8,143.8,Meituan UAV,10.3,15.5,21.7,5.64,0.295,77.8,4.13,2,0,0,医疗物资,25.9,0.947
RT-00527,30.219696,120.033961,30.283922,120.345164,2,30.77,53.5,130.7,DJI FlyCart 30,46.1,19.9,13.9,7.90,0.192,133.4,5.91,3,0,0,医疗物资,47.1,0.292
RT-00528,30.041408,120.041351,30.054082,119.944496,10,9.44,151.7,157.3,DJI FlyCart 30,10.3,24.9,7.6,3.71,0.185,34.2,1.74,3,0,0,医疗物资,26.8,0.331
RT-00529,30.097373,120.311167,30.365185,120.200293,9,31.66,145.3,152.7,EHang Falcon,15.0,13.7,29.9,4.29,0.270,199.1,8.54,0,0,0,紧急,30.9,0.790
RT-00530,30.070623,120.019600,30.043729,120.050257,12,4.21,116.9,215.9,EHang Falcon,16.5,15.1,29.8,8.86,0.254,27.4,1.07,3,0,1,紧急,38.3,0.056
RT-00531,30.448655,120.188710,30.247679,120.152768,5,22.64,94.7,122.4,ZTO UAV,24.6,23.5,7.7,7.41,0.171,87.2,3.87,4,1,0,紧急,1.9,0.511
RT-00532,30.177086,120.065609,30.055449,120.092966,2,13.79,151.9,208.1,Meituan UAV,35.1,14.2,22.7,1.63,0.103,83.6,1.42,4,1,0,紧急,36.2,0.393
RT-00533,30.246817,119.908028,30.144234,119.965164,5,12.67,76.4,102.8,DJI FlyCart 30,43.4,10.3,7.5,7.47,0.296,105.8,3.75,5,1,0,医疗物资,34.4,0.035
RT-00534,30.290666,120.130899,30.434745,120.337080,2,25.48,147.5,217.6,ZTO UAV,27.5,12.8,18.8,8.58,0.254,170.6,6.47,3,0,0,加急,26.4,0.713
RT-00535,30.391063,119.910658,30.246235,120.053592,2,21.18,155.1,191.2,DJI FlyCart 30,23.2,13.7,29.2,8.86,0.256,134.8,5.41,4,1,0,普通,19.1,0.316
RT-00536,30.210417,120.175410,30.149866,119.950367,14,22.68,74.7,105.7,SF UAS,12.4,16.1,28.1,4.54,0.156,121.0,3.54,0,0,0,医疗物资,34.9,0.198
RT-00537,30.080918,120.217762,30.050970,119.930859,4,27.84,156.0,172.6,SF UAS,16.3,22.5,13.1,9.02,0.054,109.0,1.49,1,0,0,紧急,13.7,0.400
RT-00538,30.125570,120.114610,30.037425,119.928706,2,20.42,199.9,260.8,SF UAS,36.9,11.2,11.2,3.71,0.188,159.4,3.84,5,1,0,加急,8.1,0.261
RT-00539,30.098102,120.312346,30.386408,120.292711,13,32.15,193.2,195.3,SF UAS,35.8,23.6,25.4,3.75,0.157,121.1,5.06,0,0,0,紧急,12.9,0.295
RT-00540,30.294603,120.295152,30.249332,119.931927,6,35.28,77.7,129.5,DJI FlyCart 30,13.1,16.9,10.2,3.96,0.276,181.9,9.74,5,1,0,医疗物资,19.3,0.876
RT-00541,30.344204,120.257545,30.181049,120.010488,3,29.90,82.5,93.8,SF UAS,44.9,20.5,22.6,3.85,0.200,127.9,5.98,5,1,0,医疗物资,1.1,0.427
RT-00542,30.158045,120.206107,30.030684,119.955578,4,27.99,185.8,258.3,DJI FlyCart 30,13.7,19.6,9.5,5.89,0.260,123.0,7.28,5,1,0,医疗物资,42.1,0.254
RT-00543,30.018758,120.209565,30.004709,120.079994,14,12.59,197.3,217.6,DJI FlyCart 30,45.8,20.8,11.5,9.01,0.086,56.6,1.08,2,0,0,紧急,8.2,0.704
RT-00544,30.420058,120.061645,30.328698,120.200949,6,16.81,94.2,182.2,SF UAS,23.3,16.0,15.7,2.15,0.180,94.0,3.03,3,0,0,医疗物资,36.3,0.621
RT-00545,30.054271,119.907221,30.043851,120.173883,3,25.72,129.1,220.0,DJI FlyCart 30,23.0,14.9,1.7,6.14,0.109,150.4,2.80,3,0,0,医疗物资,11.1,0.253
RT-00546,30.420557,119.965131,30.085733,120.166583,15,42.01,191.9,205.5,Meituan UAV,49.2,12.4,0.6,6.92,0.252,293.5,10.57,5,1,0,医疗物资,19.2,0.754
RT-00547,30.182793,120.108497,30.419280,120.161587,12,26.82,190.7,241.4,EHang Falcon,29.8,11.8,21.9,7.70,0.121,199.5,3.26,2,0,0,紧急,33.4,0.317
RT-00548,30.002856,120.048015,30.103436,120.037109,11,11.25,58.9,84.3,Meituan UAV,11.1,23.5,26.7,3.76,0.071,45.9,0.80,0,0,0,紧急,3.6,0.355
RT-00549,30.074543,120.278753,30.134218,119.972157,5,30.26,182.3,211.7,SF UAS,30.9,21.8,10.7,4.14,0.062,122.7,1.87,4,1,0,医疗物资,7.1,0.166
RT-00550,30.304968,119.922705,30.133297,120.043339,11,22.36,122.1,141.5,DJI FlyCart 30,21.8,12.6,14.6,6.41,0.284,156.8,6.35,1,0,0,加急,9.1,0.899
RT-00551,30.377414,120.070480,30.402201,120.081358,13,2.95,58.4,114.0,Meituan UAV,25.5,10.2,22.8,4.97,0.257,29.4,0.76,4,1,0,加急,20.7,0.739
RT-00552,30.163818,120.027477,30.394290,120.202754,15,30.69,96.4,109.4,Meituan UAV,15.3,17.7,19.1,3.47,0.155,148.7,4.75,1,0,0,加急,16.8,0.885
RT-00553,30.203971,119.938701,30.010535,120.156160,9,30.04,156.1,219.3,DJI FlyCart 30,29.3,18.4,8.9,7.40,0.102,144.1,3.08,0,0,0,加急,47.8,0.320
RT-00554,30.106137,119.985879,30.133706,120.099321,9,11.35,93.4,152.0,ZTO UAV,11.8,16.5,17.3,4.37,0.193,60.6,2.19,1,0,0,普通,7.1,0.708
RT-00555,30.029031,120.310880,30.227842,120.023285,9,35.45,139.7,146.5,ZTO UAV,39.8,20.1,21.5,7.27,0.078,154.6,2.76,2,0,0,医疗物资,38.9,0.158
RT-00556,30.174825,120.343130,30.250428,120.000335,2,34.03,172.8,196.8,SF UAS,13.4,11.4,21.1,4.69,0.199,256.9,6.77,0,0,0,加急,21.0,0.324
RT-00557,30.179966,120.278438,30.289422,119.961217,7,32.85,73.6,156.5,SF UAS,16.7,12.1,26.4,8.69,0.103,238.1,3.38,5,1,0,普通,35.8,0.008
RT-00558,30.221099,120.145438,30.204842,119.977509,10,16.26,191.8,254.9,DJI FlyCart 30,17.3,17.5,18.0,2.20,0.178,84.4,2.89,0,0,0,紧急,49.6,0.248
RT-00559,30.198897,120.172892,30.174027,120.172237,7,2.77,122.7,180.2,EHang Falcon,47.1,23.8,4.8,1.07,0.249,10.4,0.69,4,1,0,紧急,41.6,0.177
RT-00560,30.423216,119.955151,30.174545,120.149174,15,33.38,104.0,171.2,EHang Falcon,47.0,23.4,28.7,1.99,0.214,125.2,7.13,0,0,0,加急,33.6,0.395
RT-00561,30.180677,120.081996,30.049850,120.103149,11,14.71,170.8,202.3,EHang Falcon,37.5,19.6,1.4,2.56,0.059,69.0,0.87,5,1,0,普通,42.9,0.594
RT-00562,30.259178,120.278854,30.236527,120.020637,7,24.96,197.6,280.2,SF UAS,46.5,15.0,2.2,4.61,0.128,145.9,3.20,3,0,0,紧急,41.8,0.805
RT-00563,30.379563,120.214349,30.213773,120.113192,10,20.86,160.3,185.7,SF UAS,38.3,22.5,14.9,6.96,0.053,82.0,1.10,2,0,0,医疗物资,4.6,0.597
RT-00564,30.249921,120.192818,30.088861,120.183250,6,17.95,88.7,123.0,Meituan UAV,34.0,14.4,15.1,4.28,0.103,111.4,1.86,5,1,0,紧急,45.6,0.333
RT-00565,30.438578,119.990285,30.361194,120.287996,6,29.85,103.7,160.2,Meituan UAV,29.4,21.8,11.4,3.21,0.074,120.0,2.21,1,0,0,加急,42.5,0.400
RT-00566,30.079006,120.348667,30.289231,120.080670,3,34.82,179.4,211.5,ZTO UAV,20.6,22.9,10.5,2.85,0.258,133.1,8.98,2,0,0,加急,28.1,0.814
RT-00567,30.023847,120.192627,30.237910,120.206278,9,23.87,105.9,189.1,DJI FlyCart 30,39.2,24.1,23.6,1.83,0.242,85.0,5.77,0,0,0,普通,39.9,0.417
RT-00568,30.190199,119.932752,30.156161,120.193395,14,25.37,94.4,143.5,ZTO UAV,39.6,11.3,10.9,5.33,0.086,195.7,2.19,2,0,0,医疗物资,32.4,0.075
RT-00569,30.079471,120.260677,30.224029,120.212830,4,16.74,180.3,184.6,Meituan UAV,44.4,23.8,24.6,4.91,0.234,63.8,3.91,5,1,0,加急,23.0,0.806
RT-00570,30.266191,120.296581,30.440373,120.313691,2,19.46,63.0,122.0,SF UAS,16.6,22.6,7.5,2.12,0.175,76.2,3.40,2,0,0,紧急,45.2,0.549
RT-00571,30.441419,120.108185,30.243159,120.343576,14,31.60,105.9,159.4,ZTO UAV,41.4,11.5,27.1,7.62,0.115,236.4,3.64,5,1,0,医疗物资,2.2,0.419
RT-00572,30.132815,120.335607,30.219652,119.918064,9,41.33,193.9,285.6,Meituan UAV,25.7,14.0,28.2,8.76,0.123,253.8,5.09,2,0,0,普通,49.4,0.732
RT-00573,30.438902,120.174745,30.203695,120.193871,6,26.25,108.1,117.6,ZTO UAV,11.9,20.0,21.2,4.55,0.086,114.0,2.25,2,0,0,加急,26.4,0.119
RT-00574,30.282360,120.275998,30.299233,120.222195,15,5.50,190.1,234.7,SF UAS,41.3,10.2,25.2,6.54,0.074,48.7,0.41,1,0,0,医疗物资,5.6,0.131
RT-00575,30.404230,120.309934,30.057522,120.158250,9,41.26,57.1,63.7,ZTO UAV,13.8,16.2,3.3,6.40,0.225,218.5,9.29,1,0,0,加急,39.0,0.003
RT-00576,30.425772,119.901273,30.378874,119.901431,2,5.22,162.5,197.7,Meituan UAV,15.0,11.5,28.4,2.49,0.089,39.7,0.47,2,0,0,紧急,24.6,0.100
RT-00577,30.023483,119.921614,30.352924,120.275466,11,50.04,126.4,200.7,Meituan UAV,41.3,18.1,13.5,6.57,0.069,237.6,3.46,3,0,0,普通,12.4,0.455
RT-00578,30.422899,120.327558,30.396925,120.267497,15,6.45,91.1,166.7,DJI FlyCart 30,21.0,21.0,9.2,9.67,0.092,26.4,0.59,0,0,1,普通,3.0,0.368
RT-00579,30.411795,120.185561,30.381710,120.120589,4,7.08,125.2,149.3,Meituan UAV,29.7,24.9,8.6,4.53,0.259,27.3,1.84,2,0,1,普通,27.2,0.744
RT-00580,30.074755,119.958526,30.118160,120.304670,6,33.69,77.8,137.2,EHang Falcon,33.2,18.5,17.2,5.93,0.242,158.9,8.15,3,0,0,加急,42.8,0.941
RT-00581,30.094745,120.149422,30.275334,119.978413,3,25.98,176.2,254.0,Meituan UAV,41.0,14.7,19.6,3.78,0.074,155.8,1.92,1,0,0,普通,16.3,0.028
RT-00582,30.087825,119.953668,30.385703,120.209650,5,41.30,61.1,139.4,DJI FlyCart 30,29.9,18.5,2.5,3.16,0.233,195.7,9.60,1,0,0,医疗物资,27.0,0.047
RT-00583,30.109392,119.968764,30.259382,120.070410,2,19.35,107.0,198.3,DJI FlyCart 30,36.0,14.5,7.8,3.24,0.103,117.4,1.99,1,0,0,普通,2.3,0.529
RT-00584,30.253501,119.951511,30.414703,120.257700,3,34.46,135.9,146.3,DJI FlyCart 30,23.6,24.7,28.3,9.91,0.146,124.2,5.02,1,0,0,加急,0.1,0.059
RT-00585,30.068425,120.080041,30.292811,120.158324,12,26.09,165.4,232.8,EHang Falcon,34.4,13.0,11.4,9.54,0.289,175.2,7.55,0,0,0,普通,49.1,0.508
