地区,年份,各省低空经济指数,全国通用航空机场数量（个）,飞行服务站数量（个）,通航企业总收入与 GDP 的比值（%）,低空经济领域上市公司总产值与GDP的比值（%）,低空经济产业增加值与 GDP 的比值（%）,持有有效运营合格证的无人机企业数量（个）,传统通航企业数量（个）,全行业注册无人机数量（个）,无人机行业专利申请数量（个）,通航企业的专业人员数量与就业人员总数的比值（%）
黑龙江省,2003,0.20656944,3,0,0.363803212,0.047295106,0.493990159,835,27,12656,3942,0.016699369
黑龙江省,2004,0.21488544,3,0,0.423689622,0.046061768,0.505539486,1129,42,14739,2484,0.016973494
黑龙江省,2005,0.224343,3,0,0.408274348,0.04777272,0.467699069,1311,29,17744,2717,0.016069369
黑龙江省,2006,0.2261532,3,0,0.387882892,0.054672536,0.539612843,1052,39,25142,2898,0.016349584
黑龙江省,2007,0.24614604,3,0,0.454180468,0.051210684,0.511011486,1437,35,19647,4893,0.018862171
黑龙江省,2008,0.23597616,3,0,0.428587768,0.058224758,0.551688664,1198,44,22375,2834,0.018345461
黑龙江省,2009,0.2561454,3,0,0.461130025,0.053511336,0.601839232,1274,50,19966,2698,0.01993909
黑龙江省,2010,0.2703708,3,1,0.489993001,0.054486475,0.650268811,1351,46,32122,5040,0.02131642
黑龙江省,2011,0.27761244,3,1,0.539641568,0.060955363,0.592744201,1653,29,19680,3645,0.021468167
黑龙江省,2012,0.28508928,3,1,0.561730414,0.068420002,0.620325764,1197,32,32522,5302,0.021789374
黑龙江省,2013,0.28207872,3,1,0.538159185,0.067815955,0.630911369,1269,34,20951,4536,0.020656222
黑龙江省,2014,0.2910264,3,1,0.527077913,0.069216264,0.612072173,1496,52,31441,2970,0.023048044
黑龙江省,2015,0.2956464,3,1,0.555036696,0.066414007,0.683904035,1410,53,25686,3681,0.02195259
黑龙江省,2016,0.32559408,4,2,0.591582737,0.06619816,0.678472944,1841,71,21020,5706,0.02420978
黑龙江省,2017,0.32652648,4,2,0.614566372,0.073092953,0.814699894,1868,93,27877,5956,0.025306735
黑龙江省,2018,0.33187224,4,2,0.56419387,0.07652642,0.672124254,1782,214,39016,5277,0.024832577
黑龙江省,2019,0.3290742,5,3,0.569408057,0.069722596,0.780317197,1425,220,25261,3409,0.026295379
黑龙江省,2020,0.3425184,5,3,0.572382498,0.07604936,0.768183142,1438,203,36022,6825,0.025152594
黑龙江省,2021,0.3735018,5,3,0.641663642,0.08918476,0.929963457,1630,327,36331,5466,0.027059138
黑龙江省,2022,0.35823312,5,3,0.709982221,0.087548592,0.729183516,2058,288,22345,4533,0.026085512
黑龙江省,2023,0.385581,5,3,0.689058952,0.090611535,0.94305401,1730,300,25784,6237,0.029558639
黑龙江省,2024,0.37558752,5,3,0.716545871,0.086687478,0.833729177,1621,310,43234,5385,0.02714532
上海市,1990,0.1330896,4,0,0.227010931,0.029170579,0.294001581,647,18,12993,2288,0.011130664
上海市,1991,0.14480928,4,0,0.280288015,0.033028825,0.325444376,629,27,16316,2762,0.010416959
上海市,1992,0.1518048,4,0,0.26629598,0.037194453,0.331048318,691,20,17993,2948,0.012433247
上海市,1993,0.16530696,5,0,0.295657008,0.03865042,0.375726189,741,27,18516,1929,0.012014746
上海市,1994,0.18124512,5,0,0.33031319,0.042056118,0.38478339,931,24,12635,3065,0.013866546
上海市,1995,0.1894284,5,0,0.337933951,0.03981785,0.448983194,927,38,16942,2751,0.015580757
上海市,1996,0.20654592,5,0,0.404768039,0.049390293,0.449361304,1012,38,20650,2116,0.016475873
上海市,1997,0.21799848,5,0,0.420148471,0.051907618,0.536537859,1206,37,17297,2205,0.01734645
上海市,1998,0.23098824,5,0,0.450350072,0.051870719,0.544728017,1069,40,21862,4197,0.019077319
上海市,1999,0.2532852,5,0,0.504197962,0.05091919,0.592788682,1436,42,29836,2575,0.020257388
上海市,2000,0.2585184,5,0,0.465453762,0.062552405,0.549687674,1519,29,27614,3964,0.018929087
上海市,2001,0.2660994,5,0,0.50553564,0.054897637,0.547486211,1205,53,22194,3066,0.021616015
上海市,2002,0.2773848,5,0,0.543489285,0.060221627,0.560331165,1288,45,29265,3850,0.022306889
上海市,2003,0.2964654,5,1,0.533904539,0.060495247,0.631367539,1776,42,31339,4430,0.022968445
上海市,2004,0.3120768,5,1,0.573129043,0.064676356,0.654721523,1448,57,33051,3971,0.025787352
上海市,2005,0.334194,5,1,0.579202761,0.082579337,0.794445977,1842,65,38896,6430,0.025218279
上海市,2006,0.33683832,5,1,0.663111145,0.076362931,0.808630913,1523,46,24537,4757,0.025138244
上海市,2007,0.34571124,5,1,0.610952427,0.077610445,0.767064099,1493,38,33109,5965,0.025426074
上海市,2008,0.36310176,6,1,0.686032362,0.089913073,0.820101635,1563,63,24640,5236,0.030159232
上海市,2009,0.373926,6,2,0.689320117,0.089912376,0.831237498,1952,38,29258,5262,0.02940928
上海市,2010,0.3890628,7,2,0.674570051,0.090373452,0.817420943,2006,58,34525,6688,0.031410707
上海市,2011,0.39617256,8,2,0.763015145,0.090848311,0.938552603,1926,49,44427,5655,0.028891733
上海市,2012,0.42835968,8,2,0.846895645,0.103598789,0.875074572,2489,54,45412,6816,0.032413977
上海市,2013,0.42431004,8,2,0.782979317,0.096725717,0.855981859,1815,67,44135,5847,0.033675669
上海市,2014,0.42874272,8,2,0.776638854,0.091941733,0.893071086,2499,46,31842,6411,0.033774514
上海市,2015,0.462462,8,2,0.792228237,0.115180786,0.97616479,2735,121,29213,8051,0.034193119
上海市,2016,0.47842704,8,2,0.92294955,0.107890082,0.973957847,2289,77,38727,9548,0.037990524
上海市,2017,0.47978196,8,2,0.876449692,0.11831663,0.980506403,2158,128,46419,6935,0.040059052
上海市,2018,0.4957176,8,2,0.87332222,0.119316748,1.02115347,2035,309,32714,9538,0.041939125
上海市,2019,0.49280868,8,2,0.9401804,0.107348515,1.183307562,2034,274,30822,6341,0.036691014
上海市,2020,0.5207664,8,2,0.951544366,0.115196132,1.171750438,3065,390,43529,9296,0.044355162
上海市,2021,0.5308926,8,2,0.976718509,0.123395367,1.156682252,2394,451,43181,5652,0.045023485
上海市,2022,0.53988984,8,2,0.983301366,0.109600337,1.191995783,2983,299,38040,7705,0.045919173
上海市,2023,0.5497464,8,2,0.929566188,0.134259066,1.202707687,2510,295,51209,10651,0.043180224
上海市,2024,0.58585296,8,2,1.005675191,0.14140147,1.388676564,3362,542,56920,8096,0.046424662
江苏省,1990,0.1109472,3,0,0.196713084,0.023511931,0.235524264,455,16,6659,2001,0.009191025
江苏省,1991,0.12447204,3,0,0.220469026,0.028147485,0.292496847,668,24,11201,2250,0.010158519
江苏省,1992,0.14023296,3,0,0.258112786,0.029197905,0.344033521,707,19,10879,1686,0.011241475
江苏省,1993,0.14892696,3,0,0.270615179,0.033607602,0.304689667,600,18,11099,1792,0.011521415
江苏省,1994,0.15973608,3,0,0.311011472,0.037258441,0.320374669,672,24,18186,2108,0.012101377
江苏省,1995,0.1647576,3,0,0.294916104,0.037604275,0.406539378,983,30,12030,1706,0.012310688
江苏省,1996,0.18174912,3,0,0.353047666,0.040324677,0.453682153,729,20,12930,3624,0.014796975
江苏省,1997,0.19262292,3,0,0.377887644,0.04510073,0.409371861,1046,23,11712,2753,0.016459353
江苏省,1998,0.2021544,3,0,0.374491026,0.046730011,0.413567472,822,23,12362,3595,0.016917147
江苏省,1999,0.21846048,3,0,0.434714509,0.053273773,0.530487584,1183,31,14698,2545,0.015752873
江苏省,2000,0.2285304,3,0,0.415216884,0.056425298,0.501841332,1335,44,26273,3093,0.018633063
江苏省,2001,0.23141916,3,0,0.405245805,0.054068773,0.48662821,1281,35,26140,4260,0.017150143
江苏省,2002,0.24131184,3,0,0.425392555,0.054620935,0.494532419,994,29,16542,2469,0.01767885
江苏省,2003,0.25239648,3,0,0.444731011,0.060852791,0.588437153,1512,31,26558,4211,0.020114557
江苏省,2004,0.26909568,4,0,0.517076319,0.05882297,0.577842608,1548,34,22602,2852,0.0218967
江苏省,2005,0.283017,4,0,0.554581245,0.060329319,0.673778572,1287,40,26256,4869,0.021459158
江苏省,2006,0.2984436,4,0,0.584999197,0.065700866,0.636356366,1650,41,32239,4645,0.023562549
江苏省,2007,0.30910572,4,0,0.549579667,0.067247495,0.741621899,1402,57,35314,4611,0.024672819
江苏省,2008,0.3188136,4,0,0.597743619,0.073856359,0.702266657,1804,46,26434,5409,0.025539702
江苏省,2009,0.32181996,4,0,0.620147063,0.071170484,0.657558633,1909,35,20008,3411,0.027503194
江苏省,2010,0.3402252,4,0,0.663098915,0.072405026,0.833942999,1508,63,26607,6656,0.026730036
江苏省,2011,0.35091504,4,0,0.630255109,0.082142193,0.796033222,1903,53,24251,3559,0.026103066
江苏省,2012,0.36067584,4,0,0.624137519,0.076268513,0.8099517,1670,54,42716,5499,0.029623337
江苏省,2013,0.36823248,4,0,0.651120946,0.077196257,0.751875489,1489,40,31921,4141,0.030097745
江苏省,2014,0.37167984,4,0,0.635039785,0.076625516,0.865103412,1548,69,26841,6356,0.031389424
江苏省,2015,0.3949302,4,0,0.772009555,0.084092487,0.963215011,2264,110,43081,5291,0.03305058
江苏省,2016,0.4024944,4,0,0.711865012,0.087258773,0.87977226,2327,88,36654,7657,0.029815635
江苏省,2017,0.42414876,5,0,0.840648704,0.09280799,0.996516304,2164,115,35259,7489,0.03257826
江苏省,2018,0.44518824,6,0,0.88203662,0.093168995,1.042074373,1806,352,38763,6141,0.03384321
江苏省,2019,0.43806672,6,0,0.832428984,0.107898023,1.016227177,2043,331,47763,6034,0.033682324
江苏省,2020,0.4636128,7,0,0.822387292,0.102877998,0.997694746,2533,417,31797,9002,0.03319865
江苏省,2021,0.45199056,7,0,0.81939862,0.099173509,1.044030395,2142,345,50008,5102,0.037973664
江苏省,2022,0.48287736,7,0,0.859441221,0.118684012,1.096010888,2078,288,55842,6794,0.038323907
江苏省,2023,0.50336832,7,0,0.848142061,0.103112484,1.209996768,2473,416,48891,6917,0.040254365
江苏省,2024,0.49385952,7,0,0.887547867,0.113392615,1.073156737,2527,322,49458,7556,0.038595121
浙江省,1990,0.1103508,4,0,0.195074466,0.022311828,0.232415337,493,17,7704,1702,0.008223815
浙江省,1991,0.12087768,4,0,0.226951873,0.02542118,0.292227835,548,17,13960,2177,0.010338841
浙江省,1992,0.13867056,5,0,0.25617537,0.031814493,0.278512886,719,18,14491,1744,0.009984677
浙江省,1993,0.14609868,5,0,0.245324034,0.034130113,0.348627975,733,29,16289,1797,0.012197779
浙江省,1994,0.15998304,5,0,0.292715636,0.03820155,0.395462077,816,22,18487,2070,0.013581646
浙江省,1995,0.1687896,5,0,0.319164255,0.03573107,0.371092375,762,19,15632,1956,0.012555294
浙江省,1996,0.18236736,5,0,0.331610729,0.038445775,0.437572244,1009,23,21329,2687,0.013674426
浙江省,1997,0.19075224,5,0,0.32307071,0.04545149,0.405319897,989,20,18500,2059,0.013806375
浙江省,1998,0.1976184,5,0,0.341998403,0.04002069,0.458267189,1028,37,22709,2761,0.01692037
浙江省,1999,0.21004956,5,0,0.409785687,0.044396075,0.481832686,1172,31,21561,2953,0.017379501
浙江省,2000,0.2291856,6,0,0.445116633,0.052374639,0.470804519,955,37,15101,2791,0.019595369
浙江省,2001,0.23286564,7,0,0.456300222,0.057570208,0.517078154,1326,29,21218,3479,0.018455933
浙江省,2002,0.25330536,7,0,0.462772006,0.056613748,0.614328824,1025,37,23237,4204,0.018867631
浙江省,2003,0.26132232,7,0,0.478019498,0.055963481,0.629982783,1419,29,22205,4032,0.018948481
浙江省,2004,0.27334944,7,0,0.457277167,0.067108654,0.611974726,1232,45,19630,4942,0.021294702
浙江省,2005,0.285243,7,0,0.513332811,0.066371767,0.628204921,1285,33,21761,2865,0.023074121
浙江省,2006,0.2913456,7,0,0.52851063,0.059654468,0.58633302,1339,44,31776,4038,0.022739524
浙江省,2007,0.29713068,8,0,0.585387057,0.064089602,0.636082503,1237,49,33898,3884,0.025155932
浙江省,2008,0.31942512,8,0,0.636592969,0.072985446,0.745362546,1608,36,37191,5110,0.02325278
浙江省,2009,0.33304992,8,0,0.642120246,0.07118942,0.704217403,1836,43,34639,5071,0.025252321
浙江省,2010,0.3466008,8,0,0.638635081,0.080544827,0.805153658,2053,48,39190,5100,0.024872569
浙江省,2011,0.35849268,8,0,0.674683224,0.074383646,0.740090213,1793,37,30410,5714,0.026217082
浙江省,2012,0.37193856,8,0,0.726581977,0.092594105,0.917907172,1856,58,26036,6517,0.0306132
浙江省,2013,0.36315972,8,0,0.722893633,0.076866386,0.799024016,1540,65,34852,6247,0.030695297
浙江省,2014,0.38790192,8,0,0.697757974,0.083284482,0.922023469,1838,53,30366,4324,0.028425453
浙江省,2015,0.3968412,9,1,0.730558193,0.08124133,0.951823618,2168,70,26511,3986,0.02930162
浙江省,2016,0.40182912,9,1,0.677979486,0.097560092,0.827627347,1800,96,35193,7186,0.030201477
浙江省,2017,0.40935468,9,1,0.687606701,0.101923175,0.900477957,2342,78,35776,7405,0.03274545
浙江省,2018,0.44605008,9,1,0.76897547,0.103713334,0.916231469,2312,305,31703,8640,0.037881122
浙江省,2019,0.45362772,9,1,0.828263733,0.112075533,1.061942493,1818,393,31064,5868,0.034605963
浙江省,2020,0.445536,9,1,0.808558733,0.094881347,0.891205661,2660,414,28256,7688,0.035481214
浙江省,2021,0.4506474,9,1,0.881962027,0.090877555,1.037660703,2184,240,35164,4544,0.033019579
浙江省,2022,0.48407688,9,2,0.966427219,0.106830927,1.138427803,2593,285,41313,5791,0.0387711
浙江省,2023,0.48920928,10,3,0.953028598,0.099133368,1.05224024,2317,414,49638,6660,0.041656869
浙江省,2024,0.51289392,10,3,0.890059012,0.112310946,1.275695403,2240,332,30998,7565,0.038005439
安徽省,1990,0.0859656,2,0,0.146952462,0.019377506,0.203037852,481,16,8208,1440,0.006254489
安徽省,1991,0.09270492,2,0,0.17335511,0.018673089,0.219200783,382,18,7358,1664,0.006686541
安徽省,1992,0.1025136,2,0,0.179296286,0.02300969,0.210578311,479,13,9871,1838,0.008262596
安徽省,1993,0.11778312,2,0,0.220454666,0.028786783,0.253257265,683,18,7548,2281,0.009069637
安徽省,1994,0.1257732,2,0,0.24439829,0.029798187,0.27454403,549,17,12888,2027,0.009185037
安徽省,1995,0.1268694,2,0,0.217454152,0.027975337,0.307950095,509,20,11343,2164,0.010056937
安徽省,1996,0.1372224,2,0,0.260708838,0.032164244,0.31126157,762,23,12760,1444,0.010930548
安徽省,1997,0.156723,2,0,0.287623274,0.039143136,0.366653459,770,16,10591,2779,0.011560112
安徽省,1998,0.15736896,2,0,0.273187269,0.036460027,0.352010758,702,17,11504,2401,0.013233156
安徽省,1999,0.16820244,2,0,0.296445587,0.040107872,0.369397789,984,19,16130,2556,0.014284712
安徽省,2000,0.1794744,2,0,0.337764838,0.037117101,0.389046657,731,30,12951,2165,0.012998562
安徽省,2001,0.18402048,3,0,0.352601642,0.045442017,0.419106643,832,21,14587,3048,0.014813386
安徽省,2002,0.2021712,3,0,0.397549448,0.040473663,0.478165214,904,28,18232,2757,0.015588844
安徽省,2003,0.20301456,3,0,0.386025419,0.042598545,0.413662467,932,21,12241,3935,0.015600509
安徽省,2004,0.21534912,4,0,0.361319932,0.052154327,0.49549679,1270,23,17812,2277,0.016504049
安徽省,2005,0.214053,4,0,0.381784931,0.047970348,0.533484292,1189,38,17743,3431,0.01770096
安徽省,2006,0.23154768,4,0,0.394341136,0.052220948,0.565393125,1177,35,25492,2694,0.016734612
安徽省,2007,0.23324112,4,0,0.410792035,0.047121703,0.53562657,1260,30,20660,4640,0.018607643
安徽省,2008,0.23764608,5,0,0.469145048,0.057876326,0.523474903,1051,30,14514,4509,0.020219947
安徽省,2009,0.2444526,5,0,0.424271933,0.059835885,0.57093127,1193,48,22821,4675,0.020253247
安徽省,2010,0.2612988,5,0,0.51378312,0.063123258,0.536224332,1295,33,23141,3747,0.021232767
安徽省,2011,0.26545176,5,1,0.520931382,0.05444681,0.56372663,1229,52,21432,3940,0.022203523
安徽省,2012,0.29186304,6,1,0.509982019,0.064258026,0.669811084,1218,30,17922,4811,0.024859643
安徽省,2013,0.29954232,6,1,0.585575281,0.059966875,0.638354638,1387,59,34698,3847,0.024160656
安徽省,2014,0.31141824,6,1,0.622057934,0.070014606,0.663569986,1369,38,23543,6126,0.02616625
安徽省,2015,0.3210186,6,1,0.566501523,0.075864721,0.687220568,1781,83,27958,5536,0.023471046
安徽省,2016,0.30518208,6,1,0.591046134,0.067912168,0.671644722,1672,85,19787,5574,0.022045482
安徽省,2017,0.34069896,7,2,0.642512812,0.07286699,0.849175123,1793,90,35228,6806,0.026217758
安徽省,2018,0.35086464,7,2,0.595054734,0.084695215,0.866302339,2000,238,32190,6461,0.029142817
安徽省,2019,0.34899228,7,2,0.60952665,0.08316137,0.847789496,1754,193,21811,5430,0.026020366
安徽省,2020,0.344568,7,2,0.629904761,0.077987798,0.817039642,1807,283,38011,5388,0.026691222
安徽省,2021,0.35356104,7,2,0.636209521,0.086797468,0.712849769,1768,343,24701,4198,0.025433161
安徽省,2022,0.37760184,7,2,0.736109614,0.078388254,0.758866418,1696,217,43522,4740,0.028634087
安徽省,2023,0.36148896,7,2,0.702083858,0.087323081,0.900414776,1514,349,42290,5208,0.027967368
安徽省,2024,0.39432624,7,2,0.683551393,0.087526624,0.846756451,2139,362,40001,6124,0.033732357
福建省,1990,0.087486,3,0,0.164861535,0.020611264,0.191183156,503,14,5926,1029,0.007212221
福建省,1991,0.09737112,3,1,0.178127481,0.021907041,0.202176525,491,15,10125,1574,0.007393946
福建省,1992,0.10288656,3,1,0.183086634,0.025717525,0.236757408,489,18,6711,1562,0.008103639
福建省,1993,0.11548992,3,1,0.209852884,0.027106639,0.277926492,618,21,10420,1237,0.009747184
福建省,1994,0.12352704,3,1,0.217675232,0.030234478,0.288157703,601,19,14721,1267,0.009221823
福建省,1995,0.1287342,3,1,0.246131208,0.028216606,0.280074126,569,21,11722,2446,0.010885396
福建省,1996,0.13935936,3,1,0.246847234,0.028373566,0.30042394,613,25,9586,2504,0.010078071
福建省,1997,0.14452788,3,1,0.24590937,0.029310254,0.359607045,768,21,8740,2479,0.010817292
福建省,1998,0.15986376,3,1,0.280065321,0.033496254,0.339103008,659,30,12341,2828,0.013419878
福建省,1999,0.1748418,3,1,0.347568014,0.03991376,0.409243459,726,19,18610,3055,0.013261251
福建省,2000,0.1761144,3,1,0.29584284,0.038370925,0.38298718,1025,22,15277,2154,0.012770307
福建省,2001,0.19153512,3,2,0.323158054,0.040381349,0.400404168,973,26,20525,2390,0.015260697
福建省,2002,0.19975032,3,2,0.334155652,0.041806743,0.45261425,1005,36,18404,2455,0.015866168
福建省,2003,0.2085594,3,2,0.374572682,0.047274159,0.508311398,1100,25,23273,3193,0.017415902
福建省,2004,0.20545056,3,2,0.393910359,0.049920377,0.498053248,988,39,23895,2671,0.01709378
福建省,2005,0.210609,3,2,0.370405069,0.047965147,0.433707114,1038,28,15717,2521,0.017302131
福建省,2006,0.23148216,3,2,0.405371559,0.053251313,0.556622002,1302,34,15854,3296,0.016669361
福建省,2007,0.24326568,4,2,0.410494617,0.05427379,0.587158209,1340,44,22002,4797,0.020726236
福建省,2008,0.23679936,5,2,0.405013732,0.054761036,0.579637473,1267,40,23168,4516,0.018568453
福建省,2009,0.2555364,5,2,0.432060945,0.061126862,0.628645098,1347,37,17354,3816,0.020785696
福建省,2010,0.258048,5,2,0.486429082,0.063946875,0.522947174,1530,30,25381,3518,0.019923149
福建省,2011,0.28232568,5,2,0.513456303,0.069501524,0.664029999,1446,36,28569,4800,0.021062302
福建省,2012,0.29167488,5,2,0.529992702,0.070926581,0.700967655,1521,31,21820,3338,0.020943506
福建省,2013,0.28892556,5,3,0.534001851,0.067688036,0.694605939,1617,55,21699,4635,0.024709739
福建省,2014,0.2885988,5,3,0.506375454,0.071817811,0.614686584,1224,35,24994,3400,0.023505135
福建省,2015,0.2976162,6,3,0.56491523,0.06521515,0.704189691,1191,81,18803,4960,0.022286351
福建省,2016,0.31062528,7,3,0.566135281,0.068349987,0.69657719,1590,69,25619,6130,0.024289566
福建省,2017,0.31428096,7,3,0.554538278,0.075925566,0.780532478,1327,80,28430,3647,0.023172833
福建省,2018,0.3257436,7,3,0.602994836,0.073867247,0.810629236,1729,184,31228,5128,0.023673649
福建省,2019,0.34656804,7,4,0.594837832,0.075825621,0.831208787,1978,233,20983,4972,0.02617876
福建省,2020,0.3510528,7,4,0.662073879,0.075783523,0.827115502,1709,249,37789,5844,0.028627353
福建省,2021,0.34729296,7,4,0.682384361,0.072077181,0.755014895,2003,299,21790,5707,0.028721128
福建省,2022,0.37082808,7,4,0.716971371,0.089432608,0.871316198,1884,368,43959,6422,0.026796567
福建省,2023,0.39555012,7,4,0.753180168,0.080375784,0.881641662,2282,203,28629,4798,0.032332832
福建省,2024,0.3736656,8,4,0.707809835,0.080226004,0.817300084,1706,266,26536,4085,0.027701432
江西省,1990,0.0886956,3,0,0.151208259,0.019555162,0.205068662,390,15,6551,1447,0.007126185
江西省,1991,0.09324084,3,0,0.184974286,0.021132104,0.18709707,538,16,7094,1746,0.007167823
江西省,1992,0.10171728,4,0,0.186471508,0.024320602,0.205946977,565,18,6448,1115,0.008603974
江西省,1993,0.11737908,4,0,0.201113403,0.026587535,0.292948839,479,23,9303,1803,0.009911154
江西省,1994,0.12717264,4,0,0.235901008,0.03126285,0.292147347,621,13,8135,2109,0.009742696
江西省,1995,0.1282554,5,0,0.239115093,0.030519014,0.306363674,731,23,13268,1930,0.010905373
江西省,1996,0.135744,6,0,0.248723731,0.030047613,0.317199792,737,19,9461,1863,0.009954301
江西省,1997,0.15456672,6,0,0.258744689,0.037861118,0.335595262,746,27,17761,2390,0.011925264
江西省,1998,0.15856344,6,0,0.305689171,0.039438692,0.340102722,821,31,14472,3116,0.01355876
江西省,1999,0.17394804,6,0,0.313622518,0.035163596,0.362916493,807,34,10462,2870,0.01429331
江西省,2000,0.1748544,6,0,0.33717174,0.03982921,0.432773383,918,31,13417,1751,0.012905753
江西省,2001,0.18181548,6,0,0.307025741,0.036923997,0.392375987,869,36,11582,2808,0.014854325
江西省,2002,0.1973664,6,0,0.380390842,0.041788388,0.472702396,836,25,19594,3736,0.014152581
江西省,2003,0.20183604,7,0,0.37031531,0.048272117,0.451406303,1099,31,22249,2243,0.015488033
江西省,2004,0.22063104,7,0,0.380882719,0.05282238,0.506359268,1193,24,16963,3892,0.017642288
江西省,2005,0.211911,7,0,0.374390227,0.05128776,0.528781518,915,38,14633,2608,0.016439753
江西省,2006,0.22427496,7,0,0.424859008,0.051585484,0.482942485,1040,38,16239,4066,0.016054242
江西省,2007,0.23446584,7,0,0.391104652,0.050787646,0.50671585,1070,40,14465,3497,0.017872661
江西省,2008,0.24550176,8,0,0.4231632,0.055940031,0.593893308,1096,48,19024,2538,0.018556426
江西省,2009,0.25926348,8,0,0.475134896,0.053759579,0.525851153,1266,45,22979,2937,0.021442571
江西省,2010,0.2722608,9,0,0.458459961,0.054912281,0.555303128,1273,45,23461,4204,0.019562716
江西省,2011,0.27451368,9,0,0.46836609,0.061522633,0.677554665,1377,41,32006,5423,0.020979512
江西省,2012,0.29524992,9,0,0.530121231,0.066066598,0.728558703,1442,37,28776,4430,0.022499309
江西省,2013,0.27963936,10,0,0.537560063,0.061968082,0.631663368,1176,49,29226,5313,0.022862915
江西省,2014,0.30096528,10,0,0.503805847,0.064358415,0.6258573,1674,50,27313,5126,0.025344716
江西省,2015,0.3196368,11,0,0.572671945,0.074756655,0.701538849,1818,77,30432,3949,0.027016616
江西省,2016,0.30611952,11,0,0.576127141,0.069449336,0.718615573,1420,82,19910,5034,0.025114483
江西省,2017,0.31539984,11,0,0.589713594,0.077722406,0.675097588,1412,68,33902,4976,0.025727616
江西省,2018,0.33302136,11,0,0.632618476,0.072049171,0.737975334,1650,181,24467,5708,0.026495655
江西省,2019,0.33418476,11,0,0.606289131,0.079848436,0.800623139,1944,206,39739,5882,0.025950401
江西省,2020,0.3506496,11,0,0.5876186,0.078343887,0.777968735,1761,266,41886,5724,0.026904342
江西省,2021,0.37084992,11,0,0.698891398,0.090250037,0.799441173,2140,366,41187,5707,0.028611601
江西省,2022,0.38116512,11,0,0.739028346,0.087946228,0.862157385,1709,275,38751,7312,0.02934917
江西省,2023,0.39125184,11,0,0.663041452,0.096095364,0.924528098,1761,335,45962,6732,0.028278565
江西省,2024,0.37562448,11,0,0.716704029,0.086029275,0.76567294,1964,273,29610,7236,0.03107595
山东省,1990,0.1140888,4,0,0.207329773,0.025921546,0.265570204,607,12,11012,1315,0.008243405
山东省,1991,0.12900888,5,0,0.256572861,0.027337627,0.260959162,574,23,14373,2548,0.010070249
山东省,1992,0.13846896,6,0,0.25473673,0.028432524,0.28418677,821,27,10393,1517,0.01063679
山东省,1993,0.14293188,6,0,0.244870897,0.029799153,0.32325474,633,22,10264,1686,0.01107477
山东省,1994,0.156114,6,0,0.293822159,0.038293984,0.33887666,797,30,12367,2856,0.013164425
山东省,1995,0.1693692,6,0,0.338281103,0.034753713,0.357394417,717,28,14963,2508,0.013345083
山东省,1996,0.18777024,6,0,0.360543897,0.043803042,0.445710219,1009,26,15854,3501,0.014897959
山东省,1997,0.18953844,7,0,0.362612308,0.03958226,0.465098901,1123,30,20354,2231,0.014664318
山东省,1998,0.20312208,7,0,0.350602252,0.045842622,0.495953027,1159,37,21711,3283,0.016344944
山东省,1999,0.222642,7,0,0.372687865,0.044661985,0.554200466,964,38,13595,3903,0.017759834
山东省,2000,0.2337888,8,0,0.393793855,0.058278872,0.49282679,1000,46,20882,4251,0.018021109
山东省,2001,0.22961988,8,0,0.392229025,0.055396944,0.52992824,1136,38,21532,4151,0.018702867
山东省,2002,0.25450656,8,0,0.44966219,0.055486248,0.531778732,1165,32,25734,2711,0.02024636
山东省,2003,0.26532156,8,0,0.512238648,0.055984176,0.650807255,1490,48,22663,3976,0.019015975
山东省,2004,0.27012384,9,0,0.526975595,0.063018541,0.58720871,1182,40,20186,4670,0.023116812
山东省,2005,0.280077,10,0,0.503158331,0.068896141,0.686356696,1460,30,25778,3712,0.020884142
山东省,2006,0.28924896,10,0,0.543035998,0.058653904,0.64596524,1205,58,27912,4067,0.023379167
山东省,2007,0.31647672,10,0,0.542040228,0.077987776,0.645739099,1583,61,37499,4605,0.026724651
山东省,2008,0.31855488,10,0,0.634412662,0.069038806,0.679939464,1546,33,19262,6145,0.025539455
山东省,2009,0.33407304,10,0,0.619549588,0.067491106,0.798384455,1520,50,20882,6379,0.027016487
山东省,2010,0.3288096,10,0,0.618940231,0.076615925,0.745526447,1808,63,22970,5464,0.025387859
山东省,2011,0.3459414,11,0,0.670999471,0.078860802,0.821852984,1714,61,31535,4339,0.027847294
山东省,2012,0.35242368,11,0,0.616342026,0.084431903,0.822363036,1716,46,24059,6274,0.028266896
山东省,2013,0.36989568,11,0,0.630511846,0.083905287,0.880185265,1560,49,33994,5901,0.029015674
山东省,2014,0.37450728,11,0,0.664762906,0.093293509,0.932410775,2021,41,28528,4663,0.029800614
山东省,2015,0.3942834,11,0,0.668021222,0.080396357,0.838778791,2152,89,30499,6833,0.030387985
山东省,2016,0.4147416,11,0,0.788230236,0.102061687,0.841635129,2346,109,32213,6528,0.031404826
山东省,2017,0.41985972,12,0,0.809979377,0.088896899,1.044002187,1799,109,31759,7512,0.033377048
山东省,2018,0.43296288,12,0,0.778524987,0.090590988,1.015449491,1932,314,45035,6697,0.036759786
山东省,2019,0.43239924,12,0,0.789359226,0.099047532,1.028764272,1957,282,43918,6894,0.036513027
山东省,2020,0.439656,12,0,0.87854993,0.09094724,1.039302818,2012,358,30848,5075,0.034020581
