timestamp,mission_id,drone_id,gps_lat,gps_lon,altitude_m,distance_to_base_m,velocity_x_ms,velocity_y_ms,velocity_z_ms,speed_ms,acceleration_ms2,heading_deg,ambient_temp_c,wind_speed_ms,wind_dir_deg,weather_condition,region_type,proximity_to_restricted_zone_m,mission_type,target_type,object_detected,detected_object_count,detection_confidence_avg,hover_duration_s,camera_active,recording_mode,battery_level_pct,power_consumption_w,flight_time_s,surveillance_pattern
2025-10-12 11:13:41,MIS-62308,DR-743,30.164251,119.983181,150.7,2714.2,15.75,-6.95,-0.09,17.21,3.71,336.2,17.3,14.3,357.4,小雨,工业园区,36.2,大型活动安保,水域,1,10,0.738,0.0,1,关闭,49.6,325.0,2292.1,盘旋
2025-10-08 01:36:58,MIS-88434,DR-341,30.349406,120.004134,99.8,4628.4,-0.24,-3.83,-0.48,3.87,0.87,266.4,26.8,12.2,65.6,多云,居民区,7596.0,交通监测,人员,1,13,0.840,0.0,0,连续录像,42.7,167.3,1984.6,巡逻
2025-01-19 05:36:32,MIS-16804,DR-458,30.342613,119.940235,57.4,5855.5,14.70,-5.82,-1.92,15.93,0.99,338.4,10.1,5.8,268.5,多云,近郊区,2168.9,安防巡查,水域,1,11,0.834,124.9,0,抓拍,90.8,78.7,1708.6,悬停
2025-03-05 02:14:48,MIS-21188,DR-658,30.177540,120.155026,346.9,4948.1,3.34,14.00,-0.67,14.41,3.67,76.6,28.5,14.3,281.5,多云,城市核心区,6161.5,环境监测,无人机,0,0,0.000,0.0,1,关闭,14.5,379.1,2192.5,悬停
2025-02-17 07:31:29,MIS-72674,DR-300,30.249952,120.029030,378.8,4503.6,-1.84,-8.75,-1.17,9.02,1.42,258.1,21.3,1.1,78.4,小雨,工业园区,2066.7,应急响应,植被,1,9,0.849,96.4,0,抓拍,87.0,339.2,1564.0,追踪
2025-03-02 04:25:20,MIS-15195,DR-254,30.012154,120.074712,58.9,2891.5,-10.48,0.91,0.89,10.56,2.46,175.0,-4.8,6.8,196.3,多云,交通枢纽,4890.4,安防巡查,车辆,0,0,0.000,0.0,1,连续录像,91.8,136.6,3455.0,扫描
2025-01-25 00:38:31,MIS-97916,DR-769,30.342352,120.277373,325.1,2304.3,-8.77,-12.12,-1.43,15.03,3.40,234.1,21.8,10.9,348.7,晴,商业区,335.4,交通监测,车辆,1,13,0.749,179.9,1,连续录像,17.2,139.0,1876.1,扫描
2025-03-02 21:41:09,MIS-33212,DR-654,30.127492,120.208602,152.9,7919.8,13.71,5.52,-1.48,14.86,1.95,21.9,20.9,7.2,188.6,晴,交通枢纽,2376.1,环境监测,建筑物,0,0,0.000,211.7,1,关闭,34.7,370.3,1868.3,巡逻
2025-05-23 08:12:22,MIS-48416,DR-392,30.203135,120.107956,127.3,3952.6,-22.42,8.32,1.63,23.97,3.89,159.6,-1.4,13.2,310.3,晴,近郊区,7697.1,基础设施巡检,无人机,0,0,0.000,0.0,0,关闭,97.4,344.6,1371.5,悬停
2025-10-12 15:59:23,MIS-22189,DR-972,30.371790,119.912259,30.1,5684.2,5.74,14.77,0.34,15.85,3.35,68.8,34.1,4.9,297.8,雾,交通枢纽,6232.0,大型活动安保,建筑物,1,7,0.626,0.0,0,连续录像,80.7,130.5,3046.5,悬停
2025-12-02 23:46:00,MIS-15959,DR-234,30.049509,120.029238,174.6,6102.7,-3.35,0.88,-1.33,3.71,4.35,165.3,4.7,8.6,307.5,晴,近郊区,3112.6,安防巡查,人员,0,0,0.000,0.0,1,连续录像,61.9,183.2,1620.1,巡逻
2025-08-13 12:59:56,MIS-77944,DR-547,30.394411,120.264981,67.1,646.1,-15.84,1.33,0.11,15.90,3.64,175.2,13.4,8.5,181.4,晴,工业园区,544.4,应急响应,车辆,0,0,0.000,74.9,1,关闭,91.4,325.1,3224.7,扫描
2025-10-04 03:26:23,MIS-27077,DR-415,30.069613,120.245915,36.5,240.2,0.61,-6.98,0.62,7.04,4.04,275.0,30.6,8.7,200.7,小雨,居民区,9781.1,基础设施巡检,无特定目标,1,7,0.798,269.0,1,抓拍,24.1,86.5,221.5,扫描
2025-11-28 14:53:34,MIS-71535,DR-332,30.310214,120.319713,130.7,3382.2,7.29,2.44,0.80,7.73,2.08,18.5,13.4,3.3,8.5,雾,工业园区,6152.5,环境监测,植被,0,0,0.000,0.0,1,关闭,46.9,152.7,2911.2,待命
2025-06-09 16:51:20,MIS-93181,DR-605,30.295811,120.224214,39.5,7204.0,12.25,-2.76,1.30,12.63,1.23,347.3,13.2,15.8,250.2,阴,水域周边,8366.0,环境监测,人员,0,0,0.000,0.0,1,关闭,56.1,140.5,3119.8,返航
2025-07-23 05:37:04,MIS-61034,DR-823,30.332556,120.139288,72.6,2801.6,10.67,-14.74,-1.92,18.30,1.20,305.9,32.4,7.2,279.2,晴,工业园区,2840.4,环境监测,车辆,1,12,0.638,0.0,1,连续录像,65.9,118.0,1443.0,巡逻
2025-07-24 09:42:44,MIS-12724,DR-121,30.322045,120.262774,103.7,6450.7,-6.38,-15.99,1.22,17.26,3.89,248.2,34.9,12.5,28.8,雾,城市核心区,390.3,大型活动安保,植被,1,7,0.962,0.0,1,抓拍,38.9,72.8,659.7,巡逻
2025-01-25 11:44:32,MIS-85153,DR-439,30.131590,120.107696,88.3,7371.5,5.39,-5.51,1.16,7.79,3.81,314.4,2.2,4.5,226.3,晴,交通枢纽,4812.1,应急响应,建筑物,0,0,0.000,6.9,1,关闭,93.1,272.6,2445.4,悬停
2025-09-21 23:51:09,MIS-57839,DR-375,30.182489,120.076721,385.0,2589.3,-1.00,3.70,-1.28,4.04,0.79,105.1,19.9,4.5,54.2,晴,交通枢纽,1812.3,交通监测,人员,0,0,0.000,0.0,1,关闭,72.5,109.6,1408.6,悬停
2025-02-24 09:54:46,MIS-35397,DR-866,30.276975,120.304815,233.3,3262.9,-8.73,-8.85,2.78,12.74,2.20,225.4,1.6,17.3,0.7,晴,城市核心区,7402.4,大型活动安保,无人机,0,0,0.000,80.9,1,连续录像,66.9,218.1,1100.0,巡逻
2025-10-27 11:56:54,MIS-84535,DR-221,30.405077,120.231891,223.3,4897.2,2.89,-5.61,-0.73,6.36,0.01,297.2,5.5,13.4,353.5,多云,交通枢纽,7741.6,交通监测,人员,1,4,0.673,257.7,1,连续录像,82.5,343.5,90.9,返航
2025-06-18 20:31:20,MIS-36350,DR-770,30.095503,120.185022,387.6,5108.5,6.85,7.71,2.86,10.70,1.64,48.4,-3.9,14.4,110.1,晴,交通枢纽,6861.7,基础设施巡检,无人机,0,0,0.000,0.0,0,抓拍,69.4,362.2,2383.1,巡逻
2025-05-04 08:51:40,MIS-30166,DR-320,30.127328,120.219436,192.8,2721.9,-4.32,4.35,1.08,6.23,0.48,134.8,7.7,3.1,115.7,小雨,居民区,2980.5,交通监测,无特定目标,0,0,0.000,221.6,0,连续录像,28.3,157.4,3398.9,待命
2025-01-28 04:54:32,MIS-77717,DR-127,30.384322,120.212218,295.0,6658.7,-5.94,3.42,-0.07,6.85,3.65,150.1,11.9,4.6,347.4,阴,居民区,3155.0,基础设施巡检,植被,1,4,0.749,160.5,1,关闭,58.3,295.6,3413.5,返航
2025-07-25 21:59:01,MIS-34773,DR-326,30.090476,120.000763,33.4,6511.5,-1.68,9.28,-1.97,9.63,3.95,100.2,16.2,1.0,272.3,多云,商业区,9488.9,基础设施巡检,植被,1,4,0.917,0.0,1,抓拍,83.0,98.9,3369.3,悬停
2025-02-17 06:17:32,MIS-57591,DR-798,30.190231,120.137175,144.7,680.0,-7.16,-17.64,-1.61,19.10,0.51,247.9,17.5,6.7,231.5,晴,居民区,1170.0,基础设施巡检,植被,1,3,0.964,0.0,1,抓拍,68.7,199.9,2128.7,巡逻
2025-10-07 03:17:39,MIS-37170,DR-587,30.358527,120.162444,179.6,3522.2,10.97,-1.06,-2.17,11.23,3.07,354.5,11.8,1.4,141.9,小雨,交通枢纽,3717.2,大型活动安保,无人机,1,0,0.981,0.0,1,连续录像,19.7,333.7,1314.2,追踪
2025-01-01 10:18:57,MIS-92587,DR-989,30.050372,120.101907,115.0,4135.9,9.97,-2.20,0.67,10.24,1.43,347.6,14.0,12.4,151.6,晴,工业园区,6193.0,安防巡查,植被,0,0,0.000,0.0,1,连续录像,65.9,249.1,794.2,待命
2025-08-01 12:15:13,MIS-98580,DR-455,30.049437,119.950854,226.5,6679.1,12.15,3.04,0.16,12.52,3.09,14.1,29.4,4.1,67.9,小雨,商业区,5286.7,应急响应,水域,1,6,0.798,0.0,1,连续录像,15.3,240.3,1535.7,巡逻
2025-06-26 00:25:22,MIS-53388,DR-295,30.431464,120.319247,349.0,5226.1,0.74,-5.58,2.31,6.09,0.73,277.6,20.2,14.7,35.8,小雨,居民区,3328.6,基础设施巡检,无特定目标,0,0,0.000,0.0,1,关闭,65.1,316.2,2498.8,返航
2025-01-24 01:04:16,MIS-22993,DR-779,30.251016,120.347606,233.3,3824.7,4.85,2.87,0.87,5.71,3.99,30.6,36.4,7.7,39.5,晴,近郊区,4982.3,环境监测,水域,0,0,0.000,0.0,1,抓拍,68.8,163.8,1531.3,巡逻
2025-08-23 17:21:50,MIS-54938,DR-335,30.301335,120.158503,40.3,201.2,1.00,2.90,-0.05,3.07,1.93,70.9,4.1,14.0,216.9,晴,居民区,9759.5,大型活动安保,人员,1,12,0.964,119.1,1,抓拍,31.3,214.9,901.2,返航
2025-01-22 11:25:42,MIS-59941,DR-427,30.359435,120.255392,361.9,555.3,-11.78,13.67,-1.33,18.09,0.94,130.7,4.1,0.0,123.9,晴,工业园区,8024.4,安防巡查,水域,1,11,0.979,0.0,0,关闭,40.6,125.5,2208.9,巡逻
2025-09-04 04:44:36,MIS-79254,DR-378,30.354961,120.136784,363.0,5385.4,-1.04,-8.78,3.05,9.35,0.49,263.3,19.8,16.6,109.2,晴,居民区,6972.3,应急响应,水域,0,0,0.000,118.0,0,关闭,85.6,239.2,626.2,巡逻
2025-06-16 04:12:16,MIS-54401,DR-201,30.058130,120.213207,379.0,5028.4,-8.18,4.95,-0.84,9.60,0.09,148.8,25.8,12.4,303.4,多云,居民区,5331.1,大型活动安保,植被,0,0,0.000,75.7,0,连续录像,27.4,166.7,1560.5,扫描
2025-01-20 12:54:10,MIS-60358,DR-481,30.223799,119.974394,249.0,5687.4,7.69,7.12,2.38,10.74,1.21,42.8,1.4,8.3,206.8,雾,水域周边,7783.1,基础设施巡检,植被,1,11,0.974,0.0,0,抓拍,21.7,76.0,3066.4,返航
2025-03-24 18:45:30,MIS-75505,DR-265,30.265891,120.325572,267.0,6497.0,5.86,-7.23,3.35,9.89,4.81,309.0,26.5,0.6,334.9,晴,城市核心区,6713.3,基础设施巡检,无特定目标,1,3,0.810,0.0,1,关闭,57.0,182.4,1110.0,追踪
2025-07-01 03:45:16,MIS-85964,DR-618,30.238209,119.951242,381.3,3811.0,0.09,11.96,-0.57,11.97,2.39,89.5,18.2,0.2,99.3,晴,近郊区,6872.4,应急响应,植被,0,0,0.000,113.9,1,连续录像,59.6,238.4,2651.2,待命
2025-06-14 08:43:10,MIS-18545,DR-209,30.438395,119.907121,90.2,4166.6,-17.91,16.23,-0.42,24.17,4.24,137.8,-1.8,10.0,300.0,晴,居民区,6102.4,安防巡查,植被,0,0,0.000,0.0,1,关闭,60.7,52.4,1580.5,悬停
2025-06-24 18:33:25,MIS-26151,DR-669,30.131883,120.079729,380.8,4682.1,12.18,0.47,1.08,12.23,2.08,2.2,22.6,5.0,84.9,多云,交通枢纽,803.8,大型活动安保,建筑物,0,0,0.000,0.0,1,抓拍,14.1,330.9,3468.5,待命
2025-05-17 12:50:18,MIS-60749,DR-511,30.201881,119.935543,37.9,808.1,-6.92,0.91,-0.19,6.98,1.74,172.5,-3.4,7.8,203.2,晴,城市核心区,4648.4,大型活动安保,水域,1,0,0.898,73.3,1,连续录像,47.0,142.2,488.0,追踪
2025-08-22 00:20:56,MIS-44848,DR-860,30.057397,120.098662,246.4,2513.3,4.63,-4.52,-0.69,6.51,0.10,315.7,-2.1,7.2,166.9,小雨,城市核心区,2628.2,交通监测,无人机,1,6,0.747,0.0,1,抓拍,33.9,115.8,2421.7,巡逻
2025-07-17 08:58:40,MIS-82651,DR-451,30.185377,120.043913,345.1,6423.9,11.89,10.38,2.56,15.99,2.24,41.1,2.2,16.6,342.3,多云,商业区,5306.6,大型活动安保,车辆,1,6,0.651,0.0,1,抓拍,15.5,83.8,1158.8,悬停
2025-12-03 01:18:38,MIS-89567,DR-775,30.304408,120.285527,233.7,7442.7,12.88,4.56,-0.06,13.67,2.15,19.5,25.7,1.4,307.8,小雨,商业区,3361.3,交通监测,建筑物,0,0,0.000,0.0,0,连续录像,43.5,372.1,2801.8,巡逻
2025-07-03 06:47:18,MIS-63313,DR-368,30.231384,119.974665,364.3,4361.1,-6.64,-9.05,3.04,11.63,2.02,233.7,7.0,15.7,137.7,小雨,水域周边,3.9,安防巡查,无人机,1,12,0.643,0.0,1,连续录像,26.3,166.5,3507.2,扫描
2025-05-20 05:11:52,MIS-95174,DR-205,30.094797,119.968701,146.3,7314.2,-12.65,-3.91,-0.64,13.25,3.53,197.2,22.3,5.9,295.7,多云,交通枢纽,6626.8,交通监测,植被,0,0,0.000,0.0,1,关闭,11.9,53.9,1699.6,追踪
2025-07-20 19:56:19,MIS-30691,DR-739,30.028652,120.176515,333.2,1610.6,-10.30,14.68,-2.21,18.07,2.93,125.0,28.8,5.1,266.8,晴,工业园区,363.2,环境监测,车辆,0,0,0.000,213.2,1,连续录像,33.0,180.6,1406.3,悬停
2025-11-22 02:49:01,MIS-22476,DR-767,30.124309,120.299640,286.3,4684.7,13.71,2.77,-2.39,14.19,4.24,11.4,15.4,13.3,71.8,多云,城市核心区,5248.4,交通监测,无人机,0,0,0.000,0.0,1,抓拍,69.2,82.0,2326.4,盘旋
2025-05-17 05:08:53,MIS-53522,DR-204,30.165123,120.125419,342.8,5212.0,-0.76,-10.92,-1.11,11.01,2.29,266.0,20.2,7.3,157.5,晴,城市核心区,8136.2,安防巡查,水域,1,12,0.921,0.0,1,连续录像,62.2,372.7,1676.1,待命
2025-02-16 14:35:23,MIS-49878,DR-831,30.006545,120.013239,266.3,3408.2,-7.19,4.21,0.38,8.34,2.93,149.6,-2.8,4.8,316.7,多云,城市核心区,6515.9,环境监测,人员,1,0,0.746,0.0,1,关闭,17.5,116.5,1660.4,悬停
2025-09-14 08:08:02,MIS-37383,DR-981,30.215301,120.287032,398.0,3651.7,5.86,-0.84,0.04,5.92,2.70,351.8,2.9,4.2,260.8,阴,水域周边,253.9,环境监测,人员,0,0,0.000,6.9,0,关闭,71.7,181.9,109.4,巡逻
2025-03-22 02:19:35,MIS-50809,DR-834,30.210138,120.279228,326.9,3549.4,15.38,-0.15,1.87,15.50,3.12,359.4,12.5,10.8,75.4,小雨,城市核心区,514.6,交通监测,植被,0,0,0.000,0.0,0,抓拍,53.8,151.3,302.3,追踪
2025-04-27 15:36:19,MIS-18395,DR-687,30.246687,119.924067,206.0,6041.4,6.82,5.69,-1.12,8.95,2.09,39.8,35.5,1.1,166.1,晴,交通枢纽,1379.0,应急响应,无人机,1,15,0.824,0.0,1,连续录像,95.1,333.4,3334.6,巡逻
2025-10-11 09:13:38,MIS-85424,DR-479,30.117980,120.339579,197.6,3225.6,-6.73,-8.63,-2.33,11.19,3.96,232.1,14.4,9.1,265.7,晴,商业区,9714.9,交通监测,植被,1,14,0.711,0.0,1,抓拍,45.7,226.1,2721.5,返航
2025-11-16 23:05:40,MIS-90368,DR-691,30.352914,120.192725,311.1,7239.1,3.48,-0.76,-0.76,3.64,4.12,347.7,19.5,2.2,36.6,多云,水域周边,1107.3,安防巡查,车辆,1,5,0.765,0.0,1,抓拍,46.4,325.3,2048.2,巡逻
2025-04-03 16:52:50,MIS-24491,DR-744,30.341138,119.997214,388.9,6827.5,12.10,-3.19,2.53,12.77,1.10,345.2,6.7,12.3,44.5,晴,居民区,3832.9,环境监测,无特定目标,0,0,0.000,0.0,1,抓拍,79.9,219.6,2535.4,追踪
2025-08-23 06:46:42,MIS-70082,DR-849,30.125110,120.339483,97.5,107.8,7.35,-8.63,-1.00,11.38,2.95,310.4,-2.0,5.3,201.6,晴,水域周边,7255.3,安防巡查,无特定目标,1,0,0.624,0.0,1,关闭,71.3,223.0,911.7,扫描
2025-12-08 19:35:11,MIS-72129,DR-612,30.269798,120.217275,214.3,6395.0,-17.08,-17.18,-0.16,24.23,4.76,225.2,27.5,7.6,24.0,阴,居民区,4874.7,大型活动安保,植被,1,8,0.680,0.0,1,关闭,10.5,100.0,2538.9,追踪
2025-01-12 13:41:21,MIS-76460,DR-377,30.318636,119.918155,33.2,5161.9,-3.44,9.33,2.79,10.33,0.57,110.3,-1.0,7.3,252.3,多云,居民区,809.4,环境监测,建筑物,0,0,0.000,0.0,1,抓拍,68.6,165.1,237.8,待命
2025-03-10 19:39:52,MIS-10539,DR-302,30.321373,120.101541,359.4,3134.7,0.02,0.87,3.96,4.06,1.38,88.5,-0.4,15.4,277.8,阴,交通枢纽,290.8,交通监测,建筑物,0,0,0.000,0.0,0,抓拍,24.2,304.4,3273.1,扫描
2025-09-20 21:56:45,MIS-58469,DR-533,30.215974,120.315544,358.9,4922.7,0.78,-10.06,2.76,10.46,4.62,274.4,0.9,13.1,175.6,多云,工业园区,864.3,大型活动安保,无人机,1,11,0.903,0.0,1,关闭,71.4,65.8,148.2,悬停
2025-03-13 23:55:17,MIS-94969,DR-423,30.196542,120.330193,72.0,849.6,2.68,1.54,-0.18,3.09,0.80,29.8,16.9,12.9,188.6,晴,近郊区,7240.3,交通监测,水域,0,0,0.000,0.0,0,连续录像,76.1,152.5,1091.9,扫描
2025-10-27 08:07:31,MIS-44527,DR-174,30.269808,120.217718,324.8,1352.5,3.37,1.13,0.50,3.59,3.92,18.6,31.6,5.9,90.5,晴,居民区,2243.1,应急响应,人员,0,0,0.000,0.0,0,关闭,77.2,88.0,1268.8,巡逻
2025-10-07 01:44:33,MIS-70249,DR-741,30.287385,120.084820,53.7,4567.6,12.79,-0.06,1.86,12.92,3.57,359.7,30.7,11.5,165.6,小雨,水域周边,1042.6,应急响应,人员,1,2,0.801,0.0,0,连续录像,96.8,184.1,2341.7,巡逻
2025-05-02 14:13:43,MIS-54759,DR-118,30.287863,119.964753,237.8,7271.0,-12.53,-3.96,-0.83,13.17,0.45,197.6,10.9,2.0,113.9,晴,城市核心区,1703.0,交通监测,植被,1,5,0.851,0.0,0,连续录像,30.0,204.1,2033.0,巡逻
2025-12-10 10:45:48,MIS-68162,DR-999,30.100930,120.208065,204.0,359.2,-4.38,-1.81,-1.24,4.90,2.68,202.4,18.2,13.1,34.1,晴,商业区,3940.3,基础设施巡检,水域,1,8,0.621,0.0,1,抓拍,29.9,237.8,208.5,悬停
2025-11-18 00:07:12,MIS-57997,DR-138,30.215405,120.006218,214.6,4470.9,8.16,11.27,1.10,13.96,3.20,54.1,2.4,5.1,113.5,多云,工业园区,1009.4,交通监测,植被,0,0,0.000,0.0,1,连续录像,20.6,60.8,563.4,巡逻
2025-02-11 06:01:33,MIS-78539,DR-335,30.386382,120.262635,46.8,6422.7,0.53,-8.39,-1.39,8.52,3.73,273.6,14.7,6.3,309.8,晴,商业区,3721.1,基础设施巡检,无特定目标,1,13,0.771,0.0,1,关闭,17.0,117.8,835.8,巡逻
2025-01-25 23:54:04,MIS-53020,DR-770,30.343738,120.027722,245.4,1617.0,-1.58,2.09,1.57,3.05,4.30,127.1,6.0,7.8,317.4,小雨,交通枢纽,125.3,大型活动安保,车辆,1,11,0.930,0.0,1,抓拍,97.3,60.4,2054.1,巡逻
2025-01-19 01:03:36,MIS-17202,DR-268,30.119253,120.259594,376.9,2940.5,-2.96,-5.58,-0.41,6.33,0.88,242.1,37.2,2.5,354.3,晴,居民区,6120.0,大型活动安保,建筑物,1,4,0.978,0.0,1,关闭,10.5,218.6,947.7,巡逻
2025-11-24 06:39:36,MIS-93415,DR-930,30.243269,120.299249,312.0,3906.0,0.76,4.69,1.02,4.86,4.26,80.8,28.3,5.8,79.5,晴,水域周边,2858.9,安防巡查,建筑物,0,0,0.000,0.0,1,抓拍,98.7,97.8,2962.1,待命
2025-03-20 08:44:01,MIS-96178,DR-624,30.432441,119.983534,71.6,7643.3,-7.12,-6.66,1.31,9.83,3.47,223.1,5.7,12.9,145.8,晴,城市核心区,8651.9,环境监测,建筑物,0,0,0.000,0.0,1,抓拍,73.2,212.3,143.5,悬停
2025-02-21 01:50:20,MIS-20023,DR-902,30.358093,120.253064,104.4,7247.7,-9.08,3.73,-1.52,9.93,0.11,157.7,30.4,0.5,204.7,晴,工业园区,850.5,应急响应,人员,1,0,0.744,0.0,1,关闭,67.1,152.2,3245.6,返航
2025-01-15 22:01:59,MIS-37831,DR-421,30.300753,120.063125,324.0,4217.5,-4.96,2.72,-0.85,5.72,1.35,151.2,30.0,15.6,16.3,晴,城市核心区,6577.3,环境监测,人员,0,0,0.000,146.9,0,连续录像,38.7,184.9,1838.0,盘旋
2025-07-15 00:45:41,MIS-10945,DR-744,30.271600,120.033353,250.9,1530.1,-1.18,6.28,-2.84,7.00,0.93,100.7,16.4,10.9,84.5,晴,城市核心区,8989.4,大型活动安保,无特定目标,1,14,0.635,0.0,1,关闭,88.7,120.1,293.8,扫描
2025-08-04 04:55:07,MIS-90981,DR-163,30.092190,120.209557,283.0,3485.3,-13.09,8.44,0.39,15.58,3.05,147.2,-0.3,7.8,5.3,晴,工业园区,3129.2,基础设施巡检,植被,1,13,0.746,0.0,1,关闭,25.4,200.3,1656.6,扫描
2025-11-03 04:00:43,MIS-29339,DR-628,30.267850,120.067608,344.4,5910.7,4.06,1.61,-0.06,4.37,3.73,21.6,19.0,17.4,101.8,晴,工业园区,2296.3,环境监测,无特定目标,0,0,0.000,178.4,1,连续录像,79.3,191.2,1225.0,巡逻
2025-01-12 22:00:22,MIS-47136,DR-773,30.405345,120.080783,20.9,7995.8,1.27,10.92,-0.17,11.00,2.05,83.4,30.1,12.6,298.0,晴,工业园区,2527.7,大型活动安保,车辆,0,0,0.000,0.0,1,连续录像,49.8,318.4,66.9,巡逻
2025-11-26 20:43:22,MIS-29431,DR-114,30.155589,120.220297,210.7,6067.2,4.88,1.69,0.60,5.20,4.40,19.1,-2.0,16.6,336.4,雾,商业区,3586.2,安防巡查,无特定目标,1,13,0.860,73.5,0,连续录像,24.0,208.2,224.8,扫描
2025-02-02 15:57:55,MIS-41414,DR-974,30.170417,120.118451,168.1,4794.1,-3.82,-22.43,0.41,22.76,1.21,260.3,-0.1,1.3,50.7,阴,商业区,6213.7,大型活动安保,无特定目标,1,12,0.762,148.5,0,抓拍,26.5,186.1,1601.8,返航
2025-04-18 09:12:55,MIS-11676,DR-661,30.096871,120.135624,174.2,1533.4,-0.04,-11.54,1.16,11.60,3.08,269.8,14.3,13.8,234.0,多云,商业区,2010.4,基础设施巡检,无特定目标,0,0,0.000,174.6,0,抓拍,42.2,286.6,1840.4,悬停
2025-03-19 04:53:47,MIS-12630,DR-339,30.317629,119.968737,239.5,5353.2,9.38,-4.68,0.62,10.51,0.08,333.5,16.0,15.4,121.4,多云,水域周边,5112.9,基础设施巡检,人员,1,5,0.835,0.0,1,连续录像,13.1,287.1,468.4,悬停
2025-01-18 03:18:22,MIS-55649,DR-415,30.338270,120.346323,167.6,86.4,-9.32,-5.32,-2.19,10.95,3.59,209.7,24.4,14.1,280.0,多云,交通枢纽,3996.8,安防巡查,建筑物,1,1,0.888,0.0,0,抓拍,14.4,166.1,1338.0,返航
2025-07-26 11:07:50,MIS-65463,DR-708,30.078018,120.190784,239.0,343.6,-14.60,-10.11,1.95,17.87,3.57,214.7,5.1,7.4,22.9,晴,交通枢纽,3722.1,应急响应,车辆,0,0,0.000,0.0,1,连续录像,72.9,221.8,3407.5,巡逻
2025-08-10 17:45:40,MIS-56969,DR-332,30.133954,119.934560,195.4,5113.8,8.59,-1.90,0.97,8.85,3.93,347.5,-3.1,10.5,117.4,阴,水域周边,4813.4,交通监测,车辆,0,0,0.000,111.3,1,抓拍,10.4,203.2,2794.1,巡逻
2025-07-14 07:10:25,MIS-18782,DR-867,30.193404,120.017740,39.1,5988.9,-6.44,-6.36,0.08,9.05,3.81,224.7,34.7,13.2,247.9,多云,交通枢纽,8775.4,交通监测,人员,0,0,0.000,0.0,0,连续录像,82.4,105.3,3372.1,悬停
2025-08-03 23:10:40,MIS-87021,DR-705,30.244228,119.944080,270.1,6087.2,-0.18,18.91,-1.42,18.97,1.54,90.6,16.7,17.0,319.6,多云,交通枢纽,1161.3,环境监测,车辆,0,0,0.000,255.8,1,关闭,45.6,214.0,2022.0,盘旋
2025-09-01 01:17:15,MIS-17872,DR-161,30.073239,120.086412,368.4,1742.4,-1.91,-2.63,-2.92,4.37,2.35,234.1,12.1,11.7,1.9,阴,商业区,6062.0,大型活动安保,无人机,1,15,0.889,0.0,1,关闭,18.7,52.5,798.6,悬停
2025-04-20 22:14:38,MIS-69139,DR-840,30.038389,119.973561,74.3,467.8,5.21,-15.63,-0.66,16.49,1.53,288.4,22.3,1.5,242.9,多云,城市核心区,9610.6,应急响应,无特定目标,0,0,0.000,24.3,1,抓拍,36.9,207.2,2211.7,追踪
2025-01-08 22:48:45,MIS-23238,DR-713,30.375098,119.905969,74.1,4569.4,-14.39,-5.30,-1.30,15.39,1.20,200.2,24.5,7.6,154.8,多云,交通枢纽,3995.0,大型活动安保,植被,0,0,0.000,0.0,1,抓拍,24.4,219.0,1193.6,扫描
2025-06-19 14:15:54,MIS-89006,DR-255,30.422446,120.150650,132.1,2028.7,-11.61,-7.46,-0.57,13.81,0.38,212.7,26.6,4.6,184.9,晴,城市核心区,8784.1,安防巡查,人员,1,10,0.881,0.0,0,抓拍,77.5,170.5,3405.6,悬停
2025-06-08 18:46:11,MIS-33658,DR-609,30.331442,120.076057,330.3,5573.8,-14.87,11.64,-0.74,18.90,3.85,141.9,27.3,0.1,164.2,晴,居民区,6379.1,环境监测,无人机,0,0,0.000,0.0,1,连续录像,92.4,319.4,908.1,悬停
2025-01-25 17:59:26,MIS-61541,DR-165,30.240611,120.262495,62.3,1708.5,-10.12,3.27,0.48,10.65,0.51,162.1,11.4,15.9,27.4,晴,居民区,8143.7,大型活动安保,人员,1,0,0.905,210.7,0,抓拍,92.8,156.9,2178.0,待命
2025-01-06 19:13:31,MIS-35048,DR-534,30.132911,120.226664,218.4,7827.9,-2.44,2.61,1.64,3.94,4.29,133.0,-3.7,5.3,218.5,晴,近郊区,2366.7,基础设施巡检,无人机,1,15,0.693,0.0,1,抓拍,47.4,377.7,75.7,悬停
2025-11-07 13:32:41,MIS-67465,DR-474,30.101935,120.003017,352.6,2432.7,-3.01,2.56,0.34,3.96,1.20,139.6,-2.7,5.2,265.7,晴,居民区,4053.0,应急响应,建筑物,0,0,0.000,0.0,0,抓拍,90.9,204.0,3047.3,追踪
2025-06-19 17:26:50,MIS-55479,DR-401,30.334408,120.211525,26.2,2538.1,-6.60,-4.91,0.22,8.23,2.67,216.6,8.9,2.4,37.9,阴,工业园区,2857.9,环境监测,水域,0,0,0.000,0.0,1,抓拍,94.9,201.7,2409.6,悬停
2025-07-23 04:33:28,MIS-32926,DR-334,30.249083,120.292500,198.3,5693.0,-17.08,-7.95,-1.24,18.88,1.98,205.0,38.0,4.4,187.8,晴,商业区,4181.7,大型活动安保,无特定目标,0,0,0.000,0.0,0,抓拍,10.6,338.8,2772.1,巡逻
2025-10-08 01:49:58,MIS-93295,DR-320,30.443420,120.007685,109.0,1277.1,8.48,4.82,0.43,9.77,3.05,29.6,23.8,2.2,194.8,雾,工业园区,2292.7,环境监测,无人机,1,0,0.916,0.8,1,关闭,70.5,115.9,1863.2,悬停
